origen,destino,via,distancia_km,tiempo_min,costo_sol,congestion,demanda_zona
73,829,Av. Petit Thouars,0.0683,1.31,1.05,alta,media
73,608,Av. El Derby,0.0991,0.97,1.02,media,media
73,783,Av. Benavides,0.2015,2.31,0.63,alta,media
73,1396,Av. Caminos del Inca,0.2172,2.54,1.5,alta,media
73,1020,Av. Caminos del Inca,0.2983,1.44,1.7,baja,media
73,885,Av. Petit Thouars,0.4351,2.96,1.6,media,media
74,624,Av. Colonial,0.5102,2.65,1.68,alta,baja
74,939,Av. El Derby,0.9047,3.85,2.55,alta,baja
74,71,Av. Colonial,0.9103,2.98,1.68,media,baja
74,160,Av. El Derby,0.9558,3.61,2.07,alta,baja
74,1079,Av. Angamos,0.9979,3.57,1.69,media,baja
74,292,Av. Arequipa,1.0827,3.38,2.2,alta,baja
75,519,Av. La Encalada,0.1639,1.55,0.98,alta,media
75,609,Via Expresa,0.279,1.87,1.31,alta,media
75,912,Av. La Encalada,0.2899,2.61,1.0,baja,media
75,559,Av. Benavides,0.2958,2.61,1.34,baja,media
75,984,Av. Tomas Marsano,0.3348,1.79,1.2,alta,media
75,241,Av. Tomas Marsano,0.3554,2.67,0.99,media,media
76,1300,Av. Benavides,0.3003,2.31,1.3,alta,baja
76,632,Av. Colonial,0.4453,2.9,1.72,media,baja
76,1149,Av. Caminos del Inca,0.516,2.31,2.11,media,baja
76,1140,Av. El Derby,0.5357,1.75,1.47,media,baja
76,386,Av. Brasil,0.5743,3.0,1.12,media,baja
76,1241,Av. La Marina,0.6124,3.2,1.24,baja,baja
77,983,Via Expresa,0.0617,1.65,1.23,alta,alta
77,352,Av. El Derby,0.1736,1.63,0.66,alta,alta
77,245,Av. Arequipa,0.1993,2.65,1.29,baja,alta
77,1129,Av. La Marina,0.2171,2.21,1.52,baja,alta
77,276,Av. Caminos del Inca,0.3135,2.63,1.82,baja,alta
77,68,Av. Angamos,0.3257,2.26,1.62,media,alta
78,580,Av. Benavides,0.2348,1.58,1.46,media,baja
78,17,Av. Salaverry,0.5821,2.89,1.38,baja,baja
78,135,Av. Benavides,0.6128,3.26,1.56,media,baja
78,284,Av. Benavides,0.9552,3.45,1.67,media,baja
78,472,Av. Santa Cruz,1.0571,3.24,2.15,alta,baja
78,1014,Av. Caminos del Inca,1.2394,3.52,2.41,alta,baja
79,212,Av. Santa Cruz,0.1097,0.76,1.37,baja,baja
79,802,Av. Benavides,0.3899,1.75,1.42,baja,baja
79,82,Av. La Encalada,0.5116,2.9,1.67,alta,baja
79,1185,Av. Santa Cruz,0.5825,2.23,2.01,alta,baja
79,561,Av. El Derby,0.6855,2.04,2.06,baja,baja
79,1382,Av. 28 de Julio,0.7693,3.18,1.84,alta,baja
80,113,Av. La Encalada,0.4228,1.66,1.47,media,baja
80,1459,Av. La Encalada,0.5203,2.22,1.64,baja,baja
80,1250,Av. Universitaria,0.6785,3.33,1.9,alta,baja
80,992,Av. Colonial,0.6985,3.15,2.0,media,baja
80,1376,Av. Universitaria,0.8609,2.6,1.45,media,baja
80,445,Av. Brasil,0.8841,2.96,2.06,media,baja
81,972,Av. Universitaria,0.3091,1.89,1.55,alta,baja
81,454,Av. El Derby,0.4685,2.63,1.37,media,baja
81,966,Av. Angamos,0.676,3.01,1.66,media,baja
81,321,Av. El Derby,0.7325,3.11,2.34,media,baja
81,450,Av. La Marina,0.8178,2.73,1.46,media,baja
81,1349,Av. Primavera,0.8218,2.73,1.79,media,baja
82,1185,Av. Tomas Marsano,0.3997,1.46,0.94,alta,baja
82,1260,Av. La Marina,0.4351,2.03,1.74,baja,baja
82,755,Av. Caminos del Inca,0.4626,1.55,1.98,media,baja
82,561,Av. Salaverry,0.4956,1.88,1.25,baja,baja
82,1412,Av. Santa Cruz,0.4979,2.85,1.74,baja,baja
82,79,Av. Angamos,0.5116,1.91,1.73,media,baja
83,1229,Av. La Marina,0.1089,1.34,0.83,alta,alta
83,1266,Av. Brasil,0.239,1.27,0.68,alta,alta
83,510,Av. Petit Thouars,0.2782,2.89,0.87,media,alta
83,1090,Av. La Encalada,0.6855,3.36,2.11,alta,alta
83,734,Av. Santa Cruz,0.7257,3.56,2.31,media,alta
83,235,Av. Angamos,0.7609,4.32,1.51,media,alta
84,12,Av. Colonial,0.4141,1.44,1.89,media,baja
84,1003,Av. Javier Prado,0.437,2.33,0.98,alta,baja
84,1469,Av. Arequipa,0.5055,2.24,1.73,alta,baja
84,618,Av. Brasil,0.5552,2.37,1.81,baja,baja
84,282,Av. La Marina,0.5746,2.97,1.19,media,baja
84,928,Av. Colonial,0.5748,3.06,1.11,alta,baja
85,469,Av. Santa Cruz,0.0927,1.77,0.56,media,media
85,839,Av. Larco,0.2691,2.58,1.0,baja,media
85,311,Av. 28 de Julio,0.4486,3.18,1.41,alta,media
85,575,Av. Caminos del Inca,0.7429,2.88,1.59,baja,media
85,240,Av. La Encalada,0.8949,3.26,2.25,alta,media
85,552,Av. Santa Cruz,1.1003,5.27,2.74,alta,media
86,1280,Av. 28 de Julio,0.1215,1.05,0.8,media,media
86,1490,Av. Aviacion,0.3784,2.7,1.22,media,media
86,686,Av. Caminos del Inca,0.4128,2.83,1.6,media,media
86,201,Av. Arequipa,0.4917,2.1,0.94,alta,media
86,1455,Av. Salaverry,0.5012,2.6,1.47,alta,media
86,567,Av. La Marina,0.5295,2.92,1.5,baja,media
87,1437,Av. Angamos,0.4497,2.91,1.24,baja,alta
87,27,Av. 28 de Julio,0.4534,2.77,1.37,media,alta
87,166,Av. Tomas Marsano,0.4906,2.85,1.79,alta,alta
87,938,Av. Universitaria,0.5456,3.28,1.68,baja,alta
87,143,Av. Salaverry,0.5546,2.6,1.44,baja,alta
87,833,Via Expresa,0.6266,3.83,1.97,baja,alta
88,874,Av. Aviacion,0.1558,2.38,0.59,baja,media
88,1302,Av. Colonial,0.371,2.61,1.36,baja,media
88,1439,Av. El Derby,0.4787,2.63,1.68,alta,media
88,463,Av. Aviacion,0.7286,2.87,1.67,media,media
88,703,Av. 28 de Julio,0.9722,4.1,1.58,media,media
88,485,Via Expresa,1.0946,3.93,2.79,media,media
89,1249,Av. Caminos del Inca,0.5893,2.74,1.56,baja,baja
89,493,Av. La Marina,0.8017,2.84,2.28,alta,baja
89,688,Av. La Encalada,0.8312,3.47,1.98,media,baja
89,952,Av. Santa Cruz,0.9041,4.0,1.72,baja,baja
89,1397,Av. Tomas Marsano,0.9105,3.95,1.63,baja,baja
89,336,Via Expresa,1.0072,3.75,2.0,baja,baja
90,1189,Av. Universitaria,0.1559,2.28,0.49,baja,media
90,898,Av. La Encalada,0.1791,1.68,1.65,baja,media
90,1352,Av. Javier Prado,0.2469,1.43,1.16,alta,media
90,483,Av. Larco,0.2568,1.88,1.4,baja,media
90,1184,Av. La Encalada,0.3441,1.84,0.74,media,media
90,1286,Via Expresa,0.3458,2.78,1.79,alta,media
91,16,Av. El Derby,0.2541,1.29,0.85,media,baja
91,13,Av. Santa Cruz,0.3089,1.1,0.98,baja,baja
91,1294,Av. Universitaria,0.3546,2.04,1.54,media,baja
91,1342,Av. Benavides,0.4321,2.05,1.19,alta,baja
91,500,Av. Salaverry,0.4992,2.72,1.59,baja,baja
91,737,Av. Tomas Marsano,0.5584,2.01,1.54,alta,baja
92,607,Av. Tomas Marsano,0.3886,2.07,1.93,baja,media
92,145,Av. Benavides,0.4543,2.11,1.97,baja,media
92,973,Av. 28 de Julio,0.5108,2.43,1.97,media,media
92,105,Av. Aviacion,0.5811,2.14,1.51,media,media
92,533,Av. 28 de Julio,0.7567,3.12,1.24,media,media
92,1038,Av. Javier Prado,0.8653,2.8,2.3,baja,media
93,716,Av. Universitaria,0.2656,1.54,1.04,alta,baja
93,857,Av. El Derby,0.3265,1.58,0.71,baja,baja
93,830,Av. Colonial,0.3995,1.71,1.97,media,baja
93,1362,Av. El Derby,0.4197,2.28,0.9,alta,baja
93,398,Av. Brasil,0.5973,2.16,1.16,media,baja
93,1373,Av. Aviacion,0.6851,2.33,1.88,alta,baja
94,146,Av. Santa Cruz,0.2075,2.46,1.66,alta,media
94,956,Av. Santa Cruz,0.2385,1.9,0.67,baja,media
94,1234,Av. Larco,0.3444,2.63,0.99,media,media
94,1387,Av. Primavera,0.5367,2.73,1.07,media,media
94,730,Via Expresa,0.6138,3.5,2.11,alta,media
94,722,Av. La Encalada,0.6559,3.31,1.12,alta,media
95,590,Av. Aviacion,0.2728,1.63,1.06,baja,baja
95,1226,Av. Colonial,0.2865,1.66,0.85,alta,baja
95,1207,Av. Brasil,0.4514,2.16,1.36,baja,baja
95,791,Av. Benavides,0.5109,1.98,1.28,alta,baja
95,1066,Av. Tomas Marsano,0.6957,2.93,1.97,media,baja
95,1480,Av. La Encalada,0.6975,2.68,1.28,alta,baja
96,1281,Av. Brasil,0.1756,1.68,0.6,alta,media
96,793,Av. Angamos,0.2846,1.51,1.73,media,media
96,757,Via Expresa,0.3068,2.55,0.74,media,media
96,752,Av. Salaverry,0.3416,1.85,1.66,baja,media
96,468,Av. El Derby,0.3857,1.78,1.02,baja,media
96,1403,Av. Angamos,0.4637,2.19,2.02,baja,media
97,444,Av. Javier Prado,0.0108,1.76,0.47,alta,media
97,1214,Av. La Marina,0.0997,0.87,1.25,media,media
97,885,Av. Brasil,0.3545,2.29,1.23,alta,media
97,1108,Av. Aviacion,0.4065,3.04,1.65,baja,media
97,1020,Av. Primavera,0.4648,1.88,1.42,media,media
97,70,Av. El Derby,0.4926,3.3,1.41,media,media
98,1208,Av. La Encalada,0.0615,1.9,0.74,alta,muy_alta
98,191,Av. Universitaria,0.2731,2.14,1.34,media,muy_alta
98,656,Av. Larco,0.3026,2.35,1.86,baja,muy_alta
98,275,Av. La Encalada,0.5462,3.86,1.18,alta,muy_alta
98,700,Av. El Derby,0.5826,5.01,1.8,baja,muy_alta
98,549,Av. Santa Cruz,0.6628,3.45,1.53,baja,muy_alta
99,1015,Via Expresa,0.5151,1.7,1.72,media,baja
99,512,Av. Larco,0.9268,2.62,1.63,baja,baja
99,856,Av. Petit Thouars,1.1942,3.85,1.81,baja,baja
99,442,Av. La Marina,1.2492,4.79,2.66,alta,baja
99,958,Av. Aviacion,1.3939,4.52,3.1,baja,baja
99,492,Av. Petit Thouars,1.4211,4.14,2.51,baja,baja
100,43,Av. Universitaria,0.1856,2.75,0.6,baja,alta
100,23,Av. Universitaria,0.4,2.65,1.29,media,alta
100,1132,Via Expresa,0.5641,3.68,1.66,alta,alta
100,833,Av. Tomas Marsano,0.5995,3.12,1.85,media,alta
100,429,Av. Brasil,0.721,3.17,2.04,baja,alta
100,1329,Av. La Marina,0.7906,4.59,2.13,media,alta
101,1094,Av. Benavides,0.4541,2.01,1.03,alta,baja
101,1392,Av. Aviacion,0.4639,2.73,1.51,media,baja
101,24,Av. Angamos,0.5195,2.37,0.95,alta,baja
101,1187,Av. Tomas Marsano,0.5215,1.9,1.0,media,baja
101,1118,Av. Arequipa,0.5766,3.31,1.45,media,baja
101,258,Av. Salaverry,0.6078,2.06,1.81,media,baja
102,1062,Av. Larco,0.1085,1.26,1.3,alta,media
102,585,Av. Salaverry,0.2961,2.49,1.58,alta,media
102,661,Av. 28 de Julio,0.3236,1.78,1.65,media,media
102,1394,Via Expresa,0.4073,2.42,0.99,alta,media
102,1134,Av. La Marina,0.4512,3.2,1.45,baja,media
102,266,Av. Benavides,0.461,2.36,1.88,alta,media
103,1450,Av. Santa Cruz,0.3153,2.58,1.8,baja,alta
103,675,Av. La Marina,0.538,3.39,1.09,media,alta
103,964,Av. 28 de Julio,0.6164,4.33,2.07,alta,alta
103,366,Av. La Marina,0.669,4.48,1.51,baja,alta
103,644,Av. Arequipa,0.7819,4.29,2.14,alta,alta
103,294,Av. Angamos,0.8242,4.35,1.33,media,alta
104,1494,Av. Santa Cruz,0.1786,1.59,1.7,baja,baja
104,1483,Av. Petit Thouars,0.2253,1.99,0.86,alta,baja
104,501,Av. Benavides,0.3094,2.69,1.21,media,baja
104,1052,Av. Petit Thouars,0.3493,2.57,1.04,baja,baja
104,1115,Av. Aviacion,0.5555,2.88,1.1,alta,baja
104,224,Via Expresa,0.6079,3.33,1.74,baja,baja
105,533,Av. Arequipa,0.2388,1.31,0.66,media,media
105,145,Av. Aviacion,0.4065,2.07,1.28,alta,media
105,200,Av. La Encalada,0.4313,2.55,1.14,media,media
105,1271,Av. Petit Thouars,0.4572,2.8,1.05,alta,media
105,92,Av. La Encalada,0.5811,2.16,1.07,alta,media
105,607,Av. Universitaria,0.7118,2.53,1.22,media,media
106,1084,Av. Salaverry,0.0331,1.18,1.34,alta,media
106,991,Av. Petit Thouars,0.2057,1.07,0.56,baja,media
106,628,Av. Javier Prado,0.2231,1.39,0.59,media,media
106,520,Av. Larco,0.2315,1.22,1.4,media,media
106,752,Av. Primavera,0.4319,2.27,1.29,baja,media
106,985,Av. Benavides,0.5106,2.1,1.68,media,media
107,1270,Av. Tomas Marsano,0.2268,2.46,1.67,alta,baja
107,1317,Av. Universitaria,0.3026,1.86,1.78,media,baja
107,706,Av. Caminos del Inca,0.4223,2.34,0.83,media,baja
107,1307,Av. Tomas Marsano,0.5165,2.7,1.02,baja,baja
107,1154,Av. Angamos,0.6378,2.29,1.54,media,baja
107,773,Av. Primavera,0.7269,2.96,1.36,baja,baja
108,184,Av. Tomas Marsano,0.2228,2.08,1.5,media,media
108,1286,Av. Arequipa,0.2783,2.44,0.98,media,media
108,875,Av. Larco,0.3097,2.67,0.77,media,media
108,1236,Av. La Marina,0.3145,1.85,1.26,media,media
108,90,Av. 28 de Julio,0.3472,2.23,0.81,baja,media
108,898,Av. Aviacion,0.3876,1.58,1.96,media,media
109,792,Av. Arequipa,0.4352,2.0,1.05,baja,media
109,698,Av. Caminos del Inca,0.4952,1.92,1.11,baja,media
109,873,Via Expresa,0.5645,2.7,2.09,media,media
109,1064,Av. Arequipa,0.6547,3.0,2.22,baja,media
109,1026,Av. Tomas Marsano,0.7124,3.03,1.57,baja,media
109,428,Av. La Encalada,0.7289,3.41,1.66,baja,media
110,560,Av. Larco,0.1721,1.35,0.89,baja,baja
110,134,Av. Petit Thouars,0.3779,2.75,1.52,alta,baja
110,183,Av. Benavides,0.4246,2.51,1.45,baja,baja
110,1299,Via Expresa,0.4396,2.98,1.85,media,baja
110,1022,Av. Arequipa,0.4451,2.65,1.29,alta,baja
110,1011,Av. La Encalada,0.5085,1.74,1.64,media,baja
111,717,Av. La Encalada,0.2509,1.84,1.31,alta,baja
111,577,Av. Colonial,0.4601,2.77,1.76,baja,baja
111,1243,Av. La Encalada,0.4654,2.12,1.45,baja,baja
111,331,Av. Universitaria,0.4668,2.24,1.35,media,baja
111,1105,Av. Primavera,0.488,2.68,1.63,media,baja
111,848,Av. Benavides,0.8009,3.46,1.73,baja,baja
112,1464,Av. La Encalada,0.2525,1.53,1.53,media,baja
112,1077,Av. 28 de Julio,0.5144,2.8,1.84,media,baja
112,754,Av. Angamos,0.5533,2.44,2.04,alta,baja
112,377,Av. Universitaria,0.9227,2.86,1.44,media,baja
112,1272,Av. Universitaria,0.9444,3.69,2.24,alta,baja
112,1205,Av. Salaverry,0.9983,3.32,2.12,media,baja
113,1459,Av. Colonial,0.1132,1.53,1.36,media,baja
113,80,Av. Larco,0.4228,1.92,1.61,media,baja
113,695,Av. Benavides,0.507,2.88,1.89,baja,baja
113,445,Av. Aviacion,0.511,2.77,2.02,alta,baja
113,992,Av. Colonial,0.5699,3.06,1.45,alta,baja
113,1376,Av. Javier Prado,0.6137,2.84,1.07,alta,baja
114,329,Av. Larco,0.2634,2.19,1.31,alta,media
114,572,Av. Petit Thouars,0.6314,2.61,1.98,media,media
114,820,Av. Brasil,0.7725,3.11,1.32,baja,media
114,1028,Av. 28 de Julio,0.9113,3.05,1.59,baja,media
114,770,Av. Salaverry,1.0396,3.83,2.71,media,media
114,575,Av. La Encalada,1.1673,4.12,1.73,baja,media
115,596,Av. El Derby,0.3628,2.24,0.99,baja,baja
115,1433,Av. 28 de Julio,0.6339,2.16,1.94,baja,baja
115,415,Av. Brasil,0.7616,2.74,1.29,baja,baja
115,238,Av. Tomas Marsano,0.838,2.72,2.38,media,baja
115,1168,Av. Primavera,1.0109,3.03,1.56,baja,baja
115,496,Av. El Derby,1.1072,3.39,2.2,baja,baja
116,296,Av. La Encalada,0.127,1.86,0.88,alta,baja
116,1217,Av. Santa Cruz,0.3053,1.75,0.77,alta,baja
116,333,Av. Caminos del Inca,0.749,3.42,2.22,baja,baja
116,216,Av. Petit Thouars,0.7726,2.23,1.28,baja,baja
116,1435,Av. La Marina,1.0229,3.08,2.26,media,baja
116,1162,Av. Salaverry,1.0237,3.62,2.59,media,baja
117,1368,Av. Aviacion,0.0685,1.25,0.98,alta,media
117,1144,Av. Brasil,0.3956,1.58,1.51,alta,media
117,1278,Av. Colonial,0.5433,3.16,1.35,media,media
117,563,Av. Petit Thouars,0.5791,2.52,1.94,media,media
117,548,Av. Javier Prado,0.6755,2.91,1.8,alta,media
117,1157,Av. Larco,0.7221,2.87,1.62,baja,media
118,1007,Via Expresa,0.5943,3.1,1.09,alta,baja
118,1010,Av. Benavides,0.7474,3.05,1.77,baja,baja
118,1023,Av. 28 de Julio,0.8607,3.3,2.28,baja,baja
118,347,Av. Caminos del Inca,0.8807,2.57,1.36,alta,baja
118,888,Av. Larco,1.0957,2.71,2.64,media,baja
118,900,Av. Aviacion,1.215,3.95,2.54,alta,baja
119,1102,Av. Aviacion,0.2107,2.08,1.25,alta,media
119,1238,Av. Arequipa,0.3633,2.47,1.24,media,media
119,494,Av. La Marina,0.43,2.61,1.21,alta,media
119,1477,Via Expresa,0.4634,2.04,1.05,alta,media
119,750,Av. Brasil,0.5236,2.94,1.54,media,media
119,1021,Av. Javier Prado,0.5299,3.13,0.98,alta,media
120,122,Av. Colonial,0.0825,1.53,0.58,baja,media
120,1253,Av. La Encalada,0.0864,1.7,0.82,media,media
120,700,Av. 28 de Julio,0.2432,2.15,0.77,baja,media
120,275,Av. Angamos,0.2793,2.44,1.47,media,media
120,1088,Via Expresa,0.3477,2.73,1.9,media,media
120,49,Av. Colonial,0.5292,3.16,1.21,alta,media
121,1085,Av. Aviacion,0.1041,2.03,1.0,alta,media
121,1331,Av. 28 de Julio,0.3155,2.46,1.66,baja,media
121,673,Av. Brasil,0.3982,2.54,0.96,media,media
121,726,Av. Tomas Marsano,0.4312,2.71,1.56,baja,media
121,1381,Av. La Marina,0.5725,3.59,2.1,alta,media
121,1443,Av. Benavides,0.5889,2.53,1.92,media,media
122,1253,Av. Javier Prado,0.058,0.92,0.48,media,media
122,120,Av. Santa Cruz,0.0825,1.9,1.49,media,media
122,700,Av. El Derby,0.2674,2.34,1.41,baja,media
122,1088,Av. Caminos del Inca,0.2861,1.93,0.72,baja,media
122,275,Av. El Derby,0.2873,2.59,1.83,alta,media
122,49,Av. Salaverry,0.6082,3.22,1.95,media,media
123,388,Av. 28 de Julio,0.2765,2.51,1.54,baja,media
123,766,Av. Javier Prado,0.3021,2.02,1.41,alta,media
123,604,Av. Salaverry,0.3098,2.67,1.2,alta,media
123,866,Av. 28 de Julio,0.4017,2.47,0.9,alta,media
123,267,Av. Javier Prado,0.4281,1.92,1.1,media,media
123,1245,Av. Primavera,0.4319,3.22,1.2,media,media
124,810,Av. Tomas Marsano,0.202,2.36,1.57,baja,baja
124,614,Av. El Derby,0.4981,2.64,1.95,media,baja
124,1141,Av. Santa Cruz,0.8829,2.81,2.02,media,baja
124,890,Av. Larco,1.0726,3.7,2.61,alta,baja
124,1411,Av. Caminos del Inca,1.2367,3.59,2.55,media,baja
124,961,Av. Arequipa,1.3004,4.34,2.62,alta,baja
125,1360,Av. Santa Cruz,0.1013,0.78,0.59,alta,baja
125,1011,Av. Santa Cruz,0.3601,1.85,1.41,baja,baja
125,1449,Av. Petit Thouars,0.6337,3.18,1.9,baja,baja
125,860,Av. 28 de Julio,0.7015,2.59,1.86,media,baja
125,1022,Av. Benavides,0.7494,2.96,2.25,alta,baja
125,339,Av. Santa Cruz,0.7522,2.93,1.61,media,baja
126,649,Av. Tomas Marsano,0.6917,2.41,1.56,alta,baja
126,67,Av. La Encalada,0.7909,3.18,1.31,media,baja
126,721,Av. Arequipa,0.9085,3.12,1.46,alta,baja
126,619,Av. Petit Thouars,1.0958,4.14,2.52,media,baja
126,253,Av. Primavera,1.1214,2.87,2.71,baja,baja
126,1336,Av. 28 de Julio,1.1614,4.43,1.91,baja,baja
127,1103,Av. Aviacion,0.3853,3.24,1.36,alta,muy_alta
127,304,Av. Primavera,0.4222,4.16,1.84,alta,muy_alta
127,264,Av. Tomas Marsano,0.4698,3.69,1.68,media,muy_alta
127,981,Av. Larco,0.549,5.13,1.23,alta,muy_alta
127,1191,Av. 28 de Julio,0.5759,4.45,2.0,alta,muy_alta
127,1055,Av. Angamos,0.6463,3.75,2.13,media,muy_alta
128,805,Av. Universitaria,0.1734,1.51,0.89,baja,baja
128,1227,Av. Petit Thouars,0.5462,2.67,1.78,baja,baja
128,903,Av. Salaverry,0.62,2.08,1.93,media,baja
128,908,Av. El Derby,0.6432,3.51,2.19,baja,baja
128,143,Av. Tomas Marsano,0.7631,3.52,2.34,media,baja
128,1073,Av. Aviacion,0.7896,3.04,1.83,baja,baja
129,651,Av. Benavides,0.1408,1.45,0.94,baja,muy_alta
129,1403,Av. Salaverry,0.2376,2.9,1.32,baja,muy_alta
129,701,Av. 28 de Julio,0.2549,3.24,1.6,media,muy_alta
129,1142,Av. Salaverry,0.3827,3.15,1.57,alta,muy_alta
129,1043,Av. Aviacion,0.3898,4.12,1.76,alta,muy_alta
129,196,Av. La Encalada,0.492,4.07,1.85,media,muy_alta
130,436,Av. Brasil,0.1737,1.74,1.31,baja,baja
130,5,Av. Primavera,0.4465,2.59,1.98,baja,baja
130,178,Av. Larco,0.4714,1.49,1.94,baja,baja
130,565,Av. Javier Prado,0.5219,2.53,1.15,baja,baja
130,256,Av. Angamos,0.5895,2.73,1.72,baja,baja
130,573,Av. Colonial,0.8698,2.89,2.44,baja,baja
131,185,Av. Arequipa,0.0535,1.62,1.02,alta,baja
131,416,Av. Javier Prado,0.4397,2.15,1.23,media,baja
131,1304,Av. Santa Cruz,0.4716,3.01,0.87,baja,baja
131,1386,Av. Universitaria,0.494,2.69,1.72,media,baja
131,646,Av. La Encalada,0.6279,2.39,2.12,baja,baja
131,1262,Av. Santa Cruz,0.755,2.77,1.56,baja,baja
132,1045,Av. Caminos del Inca,0.4849,1.71,1.48,media,baja
132,1463,Av. Universitaria,0.6066,2.47,2.04,media,baja
132,540,Av. Angamos,0.7239,2.69,1.19,baja,baja
132,774,Av. Santa Cruz,0.8602,2.73,2.5,baja,baja
132,1181,Av. Universitaria,0.9225,3.59,2.04,baja,baja
132,676,Av. Brasil,0.9358,3.18,1.66,alta,baja
133,1347,Av. El Derby,0.2802,1.76,0.89,media,baja
133,371,Av. Tomas Marsano,0.4465,2.09,1.2,media,baja
133,554,Av. Larco,0.4743,2.03,1.84,baja,baja
133,929,Av. Primavera,0.7418,2.95,1.39,baja,baja
133,227,Av. Colonial,0.9838,3.66,1.61,media,baja
133,902,Av. Javier Prado,0.9917,2.7,1.76,baja,baja
134,1022,Av. Petit Thouars,0.2454,1.09,1.33,baja,baja
134,560,Av. 28 de Julio,0.2825,1.3,1.34,media,baja
134,183,Av. Benavides,0.2896,1.32,1.01,alta,baja
134,860,Av. Colonial,0.3524,2.32,1.57,alta,baja
134,110,Av. Larco,0.3779,1.72,0.99,alta,baja
134,1299,Av. Primavera,0.4052,1.72,1.1,baja,baja
135,284,Av. Primavera,0.4063,2.33,0.79,baja,baja
135,78,Av. Angamos,0.6128,3.28,1.77,baja,baja
135,1014,Av. Arequipa,0.7065,2.08,1.53,alta,baja
135,580,Av. Larco,0.8397,3.65,2.51,media,baja
135,17,Av. Benavides,1.1036,3.5,2.72,media,baja
135,234,Av. Benavides,1.231,3.65,2.89,media,baja
136,920,Av. Salaverry,0.1152,1.01,0.53,baja,baja
136,1097,Av. La Marina,0.361,2.48,1.21,alta,baja
136,1284,Av. Petit Thouars,0.3732,2.06,1.38,alta,baja
136,745,Av. Santa Cruz,0.4651,2.25,1.53,baja,baja
136,1061,Via Expresa,0.5371,2.65,1.58,baja,baja
136,518,Av. Caminos del Inca,0.5715,1.9,2.14,media,baja
137,207,Av. Brasil,0.388,1.43,0.84,alta,baja
137,709,Av. Universitaria,0.416,2.72,0.93,baja,baja
137,1338,Via Expresa,0.4268,2.34,1.53,media,baja
137,693,Av. El Derby,0.446,2.37,1.76,baja,baja
137,1339,Av. Colonial,0.5094,2.56,1.71,baja,baja
137,883,Av. Brasil,0.6158,2.3,1.42,baja,baja
138,1298,Av. Angamos,0.2109,2.36,0.63,baja,baja
138,1335,Av. Petit Thouars,0.4104,1.93,0.98,alta,baja
138,1150,Av. Colonial,0.4362,2.14,0.92,alta,baja
138,462,Av. Brasil,0.4476,1.86,1.54,baja,baja
138,155,Av. Primavera,0.4642,1.98,0.93,baja,baja
138,247,Av. La Marina,0.5999,1.95,1.12,alta,baja
139,315,Av. 28 de Julio,0.0906,1.28,1.2,alta,baja
139,1121,Av. Larco,0.3021,1.72,1.13,baja,baja
139,1109,Av. Benavides,0.5954,1.9,1.56,media,baja
139,57,Av. Aviacion,0.979,3.0,1.99,media,baja
139,672,Av. Universitaria,1.0041,4.0,2.63,baja,baja
139,1006,Av. Santa Cruz,1.1991,4.42,2.42,media,baja
140,900,Av. Javier Prado,0.0765,1.75,1.37,media,baja
140,1010,Av. Javier Prado,0.8376,3.86,1.57,media,baja
140,1460,Av. La Marina,0.9396,3.29,2.53,alta,baja
140,1265,Av. Salaverry,1.0996,3.25,2.2,alta,baja
140,1337,Av. Aviacion,1.1668,3.88,2.37,alta,baja
140,448,Av. Santa Cruz,1.2759,3.52,2.24,alta,baja
141,986,Av. Universitaria,0.2149,1.96,1.42,baja,baja
141,346,Av. La Marina,0.3949,2.48,1.69,alta,baja
141,1106,Av. Santa Cruz,0.4429,2.47,0.85,media,baja
141,889,Av. Petit Thouars,0.6083,1.85,1.72,baja,baja
141,182,Av. Santa Cruz,0.6659,3.25,1.37,alta,baja
141,7,Av. Benavides,0.8861,3.06,1.85,alta,baja
142,358,Av. Javier Prado,0.27,1.76,1.6,baja,baja
142,265,Av. Universitaria,0.3748,2.47,0.84,alta,baja
142,230,Av. Caminos del Inca,0.4649,2.87,1.5,media,baja
142,742,Via Expresa,0.5715,3.32,1.86,baja,baja
142,448,Av. Javier Prado,0.9116,3.16,2.35,baja,baja
142,1337,Av. Petit Thouars,1.3106,3.71,2.18,baja,baja
143,1227,Av. Primavera,0.2261,1.81,1.56,alta,baja
143,1437,Av. Javier Prado,0.471,2.25,1.0,media,baja
143,529,Av. Universitaria,0.4944,2.0,1.93,alta,baja
143,846,Av. La Encalada,0.5201,2.56,2.0,media,baja
143,87,Av. Arequipa,0.5546,2.33,1.25,baja,baja
143,1031,Av. Salaverry,0.588,2.85,1.31,alta,baja
144,202,Av. Santa Cruz,0.4945,3.17,1.54,media,alta
144,369,Av. Colonial,0.5681,3.27,1.5,alta,alta
144,1497,Av. Caminos del Inca,0.6367,4.14,1.38,baja,alta
144,15,Av. La Marina,0.7227,4.06,2.0,media,alta
144,8,Av. Javier Prado,0.7623,4.16,1.9,alta,alta
144,1096,Av. 28 de Julio,0.8419,3.55,2.07,baja,alta
145,105,Av. Angamos,0.4065,2.63,1.93,media,media
145,533,Av. Arequipa,0.4294,1.89,1.76,alta,media
145,92,Av. Angamos,0.4543,2.07,1.66,baja,media
145,1271,Av. El Derby,0.6392,2.94,2.24,baja,media
145,564,Av. Salaverry,0.7461,2.76,2.32,alta,media
